prompt,gold,split
is common stock the same as paid in capital,False,train
is captain marvel a female in the comics,True,train
total revenue minus total cost equals total profit,True,train
is an up and down a travel in basketball,True,train
does the dog die at the end of benji,False,train
can you put regular gas in a natural gas car,True,train
was taking lives based on a true story,False,train
is breaking and entering the same as burglary,True,train
is it possible to have twins with different skin colors,True,train
are ford tractors made by ford motor company,True,train
are there different types of king size beds,True,train
are there poisonous frogs in the united states,True,train
did west indies qualify for the world cup,True,train
can you travel in eu with id card,True,train
in the movie radio flyer does bobby die,False,train
was saved by the bell a spin off,False,train
a delta region has been formed at the mouth of the river ganga,True,train
has the university of arkansas ever won a national championship,True,train
do they still have the electric chair in america,True,train
was the longest yard based on a true story,False,train
is the erie canal still used for moving goods,True,train
do all gardens get a medal at chelsea,False,train
is the orange bit of a scallop edible,True,train
is american general life insurance part of aig,True,train
can i buy an air rifle from america,True,train
was the movie man on fire a true story,False,train
is a veterinary nurse the same as a veterinary technician,True,train
can a foreign born person run for president,False,train
do olde english bulldogs have pitbull in them,True,train
will steve carell appear on the office season 9,True,train
is macy's and bloomingdales the same company,True,train
are there any de havilland mosquitoes still flying,True,train
is the movie 9 a tim burton film,True,train
is there a second race to witch mountain,True,train
is young and the restless filmed in new york,False,train
is mango in the same family as poison ivy,True,train
is it illegal to stand on a flag,False,train
is superman's flight a feat of strength,False,train
was the lucy show before i love lucy,False,train
is labor day a public holiday in usa,True,train
do boxers have to have their tails docked,False,train
is timing belt and cam belt the same,True,train
will there be a new season of the boondocks,False,train
is baking soda the same as bicarbonat of soda,True,train
are the south shetland islands part of antarctica,True,train
equlibrium is established in a reversible chemical reaction when the reactants and product are equal,True,train
can the federal government make criminal laws on any matter,False,train
